model_id,lema,jawaban_model,kunci_hadir,sim_definisi,persentil_vs_lantai,sim_kunci_maks,peringkat_dalam_lema,vonis_penutur,latency_ms,biaya_usd,tokens_in,tokens_out
sea-lion-v4-5-e2b-q4km-local,Pimen,Pimen berarti dalam tahap awal atau belum matang.,0,,,,,,837,,31,12
sea-lion-v4-5-e2b-q4km-local,Sasmito,"Sasmito berarti ""terkenal"" atau ""terpuji"".",0,,,,,,871,,31,15
sea-lion-v4-5-e2b-q4km-local,Sedelat,"Sedelat berarti ""sedikit"" atau ""sedikit saja"".",0,,,,,,747,,31,14
sea-lion-v4-5-e2b-q4km-local,Semribit,Semribit berarti sangat senang atau gembira.,0,,,,,,799,,32,12
sea-lion-v4-5-e2b-q4km-local,Sirtu,Sirtu berarti roti dalam bahasa Indonesia.,0,,,,,,940,,32,10
sea-lion-v4-5-e2b-q4km-local,sompret,Sompret berarti noda atau bercak.,0,,,,,,842,,31,10
sea-lion-v4-5-e2b-q4km-local,Speleng,Speleng berarti menyalakan atau membakar.,0,,,,,,1052,,31,11
sea-lion-v4-5-e2b-q4km-local,Urugan,Urugan berarti sampah atau kotoran.,0,,,,,,928,,32,11
solar-pro4,Ageman,"Kata ""Ageman"" dalam bahasa Indonesia berarti orang yang beruntung atau sial.",0,,,,,,25388,4.77e-06,79,20
solar-pro4,Anduweni,"Kata ""Anduweni"" dalam bahasa Jawa berarti ""kepada saya"" atau ""untuk saya"".",0,,,,,,15774,5.43e-06,81,25
solar-pro4,Badogan,Badogan dalam bahasa Indonesia berarti bantuan atau pertolongan.,0,,,,,,18680,4.05e-06,79,14
solar-pro4,Biyayakan,"Kata ""Biyayakan"" dalam bahasa Indonesia berarti ""memberikan"" atau ""memberikan sesuatu"".",0,,,,,,2912,5.19e-06,81,23
solar-pro4,Biyuh,"Kata ""biyuh"" dalam bahasa Jawa berarti ""berbicara"" atau ""bicara"" dalam bahasa Indonesia.",0,,,,,,2652,5.52e-06,80,26
solar-pro4,Bladak,"Kata ""Bladak"" dalam bahasa Indonesia berarti ""kadang-kadang"" atau ""suka-suka"".",0,,,,,,3455,5.76e-06,80,28
solar-pro4,Coeg,"Kata ""coeg"" dalam bahasa Indonesia berarti keras kepala atau tidak mau mendengarkan nasihat orang lain.",0,,,,,,3141,5.37e-06,79,25
solar-pro4,dadi'ne,"Kata tersebut berarti ""jadi"" atau ""hasilnya"" dalam bahasa Indonesia.",1,,,,,,31276,4.59e-06,81,18
solar-pro4,Dangak,"Kata ""dangak"" dalam bahasa Jawa berarti berdiri atau posisinya tegak.",0,,,,,,4985,4.89e-06,79,21
solar-pro4,Gakpati,Gakpati adalah istilah Jawa yang merujuk pada orang yang tidak memiliki pekerjaan atau penghasilan tetap.,0,,,,,,18254,5.55e-06,81,26
solar-pro4,Geluduk,"Kata ""geluduk"" dalam bahasa Indonesia berarti berbaring atau bersandar dengan posisi tubuh yang agak condong atau rileks.",0,,,,,,2720,5.85e-06,79,29
solar-pro4,Gendakan,"Kata ""gendakan"" dalam bahasa Indonesia berarti kejadian atau peristiwa yang terjadi secara tiba-tiba dan berulang.",0,,,,,,4076,6e-06,80,30
solar-pro4,Gondes,"Gondes berarti berbicara atau berkata-kata dengan berlebihan, sering kali dengan nada menyindir atau meremehkan.",0,,,,,,9753,6.21e-06,79,32
solar-pro4,Gremet,"Kata ""gremet"" dalam bahasa Jawa berarti kotor, berantakan, atau tidak rapi.",0,,,,,,3095,5.28e-06,80,24
solar-pro4,Kacariyos,"Kacariyos dalam bahasa Indonesia berarti orang yang berani, pemberani, atau gagah berani.",0,,,,,,52574,5.43e-06,81,25
solar-pro4,Kaleh,"Kata ""Kaleh"" dalam bahasa Jawa berarti kepala.",0,,,,,,25285,4.05e-06,79,14
solar-pro4,Kemecer,Kemecer berarti pecah atau retak.,0,,,,,,46396,3.69e-06,79,11
solar-pro4,Kesawat,"Kesawat berarti tidak selamat, berbahaya, atau mengancam jiwa.",0,,,,,,2386,4.77e-06,79,20
solar-pro4,Kesuen,"Kesuen dalam bahasa Indonesia berarti ""kau"" atau ""engkau"" (kata ganti orang kedua).",0,,,,,,37274,5.37e-06,79,25
solar-pro4,klotekan,"Kata ""klotekan"" dalam bahasa Indonesia berarti ""bermain"" atau ""bermain-main"".",0,,,,,,37863,5.04e-06,80,22
solar-pro4,Kreak,Kreak dalam bahasa Jawa berarti kreatif atau memiliki banyak ide.,0,,,,,,21617,4.17e-06,79,15
solar-pro4,Kupret,Kupret dalam bahasa Indonesia berarti kupu-kupu.,0,,,,,,7073,4.17e-06,79,15
solar-pro4,Leksanani,"Kata ""Leksanani"" dalam bahasa Jawa berarti ""dibaca"" atau ""dengan cara membaca"" dalam bahasa Indonesia.",0,,,,,,72298,6.03e-06,81,30
solar-pro4,Lidis,"Kata ""Lidis"" dalam bahasa Indonesia berarti ""liris"" atau ""sakit hati"" karena merasa tersinggung atau kecewa.",0,,,,,,60118,6.21e-06,79,32
solar-pro4,Manahipun,"Kata tersebut berarti ""dia"" atau ""mereka"" dalam bahasa Indonesia, dengan konotasi hormat atau kuno.",0,,,,,,2835,5.64e-06,80,27
solar-pro4,Mleding,Mleding dalam bahasa Indonesia berarti mabuk.,0,,,,,,1710,3.84e-06,80,12
solar-pro4,Ndaut,"Kata ""Ndaut"" dalam bahasa Jawa berarti ""menghela napas"" atau ""bernapas"".",0,,,,,,2919,5.28e-06,80,24
solar-pro4,Ndlogok,"Kata ""Ndlogok"" dalam bahasa Jawa berarti berjalan dengan tidak teratur atau melangkah melangkah.",0,,,,,,8189,5.52e-06,80,26
solar-pro4,ndusel,"Kata ""ndusel"" dalam bahasa Indonesia berarti memasukkan sesuatu ke dalam mulut atau makan.",0,,,,,,2852,5.16e-06,80,23
solar-pro4,Ngeliwet,Ngeliwet berarti memasak nasi dengan cara direndam dalam air panas hingga matang tanpa menggunakan api langsung atau wadah tertutup.,1,,,,,,2946,6.24e-06,80,32
solar-pro4,Ngleketer,"Kata ""Ngleketer"" dalam bahasa Indonesia berarti berbicara dengan lancar, terus-menerus, atau tanpa henti.",0,,,,,,3772,6.15e-06,81,31
solar-pro4,Ngriki,"Kata ""ngriki"" dalam bahasa Indonesia berarti ""di sini"" atau ""tempat ini"".",1,,,,,,3091,5.04e-06,80,22
solar-pro4,Pakunjaran,"Pakunjaran dalam bahasa Indonesia berarti ""pencuri"" atau ""orang yang mencuri"".",0,,,,,,2798,4.8e-06,80,20
solar-pro4,Pangrasan,"Pangrasan dalam bahasa Indonesia berarti ""tempat"" atau ""lokasi"".",0,,,,,,6807,4.56e-06,80,18
solar-pro4,Pecetan,"Pecetan adalah istilah slang yang merujuk pada pukulan atau tamparan, seringkali digunakan dalam konteks perundungan atau kekerasan.",0,,,,,,31473,7.05e-06,79,39
solar-pro4,Pimen,"Kata ""Pimen"" dalam bahasa Indonesia berarti ""pemimpin"" atau ""kepala"" (biasanya merujuk pada pemimpin komunitas atau organisasi).",0,,,,,,4255,6.93e-06,79,38
solar-pro4,Sasmito,"Sasmito adalah nama diri yang berasal dari bahasa Jawa, secara harfiah berarti ""yang membawa pesan"" atau ""pembawa amanat"".",0,,,,,,12312,6.48e-06,80,34
solar-pro4,Sedelat,"Kata ""Sedelat"" dalam bahasa Indonesia berarti ""satu setengah"" atau ""lima puluh persen lebih dari satu"".",0,,,,,,3704,6e-06,80,30
solar-pro4,Semribit,"Kata ""Semribit"" dalam bahasa Indonesia berarti ""sedikit"" atau ""sebentar"".",0,,,,,,58697,5.04e-06,80,22
solar-pro4,Sirtu,Sirtu dalam bahasa Indonesia berarti abu.,0,,,,,,58254,3.72e-06,80,11
solar-pro4,sompret,"Kata ""sompret"" dalam bahasa Indonesia berarti **sombong** atau **arrogant**.",0,,,,,,2630,5.16e-06,80,23
solar-pro4,Speleng,Speleng dalam bahasa Indonesia berarti pecahan uang logam yang kecil atau koin pecah.,0,,,,,,2556,4.92e-06,80,21
solar-pro4,Urugan,"Urugan dalam bahasa Indonesia berarti tanah atau lapisan tanah yang ditumpuk/dibuang untuk menaikkan permukaan tanah, biasanya digunakan sebagai bahan perataan atau batas lahan.",1,,,,,,20804,7.44e-06,80,42
